Course,Year Level,Category,Comment,Sentiment,Date
BSEMC,4,Payments,Walang major issue sa payment; may minor delay lang sa verification.,Neutral,2026-08-18
BSEMC,2,Facilities,"Maganda ang study areas—malinis, tahimik, and convenient!",Positive,2026-08-18
BSEMC,2,Facilities,Helpful yung Wi-Fi sa campus; mas madali gumawa ng schoolwork online.,Positive,2026-08-18
BSEMC,1,Payments,"Clear naman ang amount na kailangan bayaran, although may times na kailangan magtanong. Overall okay.",Neutral,2026-08-18
BSIS,4,Faculty/Professors,"Generally fine naman ang teaching style ni Prof. Santos, pero depende sa topic kung gaano kadali sundan.",Neutral,2026-08-18
BSCS,3,Facilities,"Okay lang naman ang ventilation, pero minsan medyo mainit kapag maraming students.",Neutral,2026-08-18
BSCS,2,Staff,Nakakalito yung process kasi iba-iba ang instructions na naririnig namin.,Negative,2026-08-18
BSIS,1,Payments,"Generally okay ang cashier service, pero depende sa dami ng tao ang waiting time. So far, okay.",Neutral,2026-08-18
BSEMC,4,Facilities,"Okay naman ang classroom facilities, although may ilang chairs na need ng maintenance.",Neutral,2026-08-18
BSEMC,4,Faculty/Professors,"Ang galing ni Sir Mark mag-discuss; kahit mahirap yung topic, mas naiintindihan namin.",Positive,2026-08-18
BSEMC,4,Facilities,"Maganda ang study areas—malinis, tahimik, and convenient!",Positive,2026-08-18
BSIS,3,Facilities,"Functional naman ang computer lab, pero may ilang units na mabagal.",Neutral,2026-08-18
BSCS,3,Faculty/Professors,Sakto lang ang interaction sa class ni Sir Mark; sana mas marami pang discussion activities. That's all.,Neutral,2026-08-18
BSIT,2,Staff,"Walang major issue sa staff service, pero may room pa para mas mabilis ang assistance.",Neutral,2026-08-18
BSCS,4,Facilities,Hindi consistent ang cleanliness ng restrooms; sana mas madalas ang maintenance.,Negative,2026-08-18
BSIS,3,Staff,Maayos kausap ang staff and respectful sila kahit maraming students na nagtatanong.,Positive,2026-08-18
BSIT,2,Payments,Helpful yung cashier kapag may questions about fees and balances.,Positive,2026-08-18
BSEMC,2,Facilities,May mga sirang equipment na matagal bago ma-repair.,Negative,2026-08-18
BSCS,2,Payments,"Generally okay ang cashier service, pero depende sa dami ng tao ang waiting time. Overall okay.",Neutral,2026-08-18
BSIS,2,Faculty/Professors,Ang engaging ng klase ni Prof. Santos—hindi boring kahit mahaba ang discussion.,Positive,2026-08-18
BSIT,1,Faculty/Professors,"Hindi masyadong approachable si Ma'am Reyes kapag may questions, kaya minsan nagdadalawang-isip kaming magtanong. Medyo frustrating.",Negative,2026-08-18
BSIT,2,Payments,Walang major issue sa payment; may minor delay lang sa verification.,Neutral,2026-08-18
BSEMC,4,Payments,Maayos ang cashier service; mabilis mag-process at polite ang staff. Keep it up!,Positive,2026-08-18
BSEMC,3,Staff,"Okay naman ang communication, although minsan kailangan kong ulitin yung concern.",Neutral,2026-08-18
BSEMC,4,Facilities,"Usable naman ang Wi-Fi, although may occasional connection issues.",Neutral,2026-08-18
BSIT,3,Facilities,Malinis ang restrooms and regularly maintained yung area.,Positive,2026-08-18
BSIT,2,Payments,"Clear naman ang amount na kailangan bayaran, although may times na kailangan magtanong. Overall okay.",Neutral,2026-08-18
BSCS,1,Facilities,Helpful yung Wi-Fi sa campus; mas madali gumawa ng schoolwork online.,Positive,2026-08-18
BSEMC,3,Faculty/Professors,"Very approachable si Prof. Cruz, kaya comfortable kaming magtanong kahit basic yung question. :)",Positive,2026-08-18
BSIS,3,Facilities,"Maayos ang chairs, tables, and lighting kaya comfortable mag-aral.",Positive,2026-08-18
BSIS,1,Payments,"Generally okay ang cashier service, pero depende sa dami ng tao ang waiting time.",Neutral,2026-08-18
BSCS,4,Payments,Sana mas organized ang cashier queue dahil ang tagal naming naghihintay. Sana maayos agad!,Negative,2026-08-18
BSEMC,4,Faculty/Professors,Ang engaging ng klase ni Prof. Santos—hindi boring kahit mahaba ang discussion.,Positive,2026-08-18
BSCS,3,Faculty/Professors,Regular naman ang feedback ni Sir Mark; minsan lang hindi agad clear sa akin ang ibang comments.,Neutral,2026-08-18
BSCS,3,Facilities,May mga sirang equipment na matagal bago ma-repair.,Negative,2026-08-18
BSEMC,1,Payments,"Okay naman ang payment process, although may waiting time kapag maraming students.",Neutral,2026-08-18
BSEMC,3,Staff,Maayos ang service nila and usually mabilis ang response sa inquiries. Keep it up!,Positive,2026-08-18
BSEMC,1,Staff,"Maayos naman kausap ang staff, although minsan busy sila kaya delayed ang response. So far, okay.",Neutral,2026-08-18
BSIT,2,Faculty/Professors,"Consistent magbigay ng feedback si Ma'am Reyes, kaya alam namin kung saan pa kami dapat mag-improve.",Positive,2026-08-18
BSEMC,2,Payments,"Okay naman ang payment process, although may waiting time kapag maraming students. So far, okay.",Neutral,2026-08-18
BSIT,3,Payments,Mabagal ang processing kapag maraming nagbabayad. Sana mas mabilis!,Negative,2026-08-18
BSEMC,4,Staff,Matagal bago kami ma-assist kahit hindi naman ganun karami ang tao.,Negative,2026-08-18
BSIT,4,Facilities,"Okay naman ang classroom facilities, although may ilang chairs na need ng maintenance. So far, okay.",Neutral,2026-08-18
BSIT,4,Faculty/Professors,"Masyadong maraming requirements sabay-sabay, at hindi laging clear ang priorities ni Prof. Santos.",Negative,2026-08-18
BSCS,3,Staff,Nakakalito yung process kasi iba-iba ang instructions na naririnig namin. Medyo frustrating.,Negative,2026-08-18
BSEMC,3,Payments,Mabagal ang processing kapag maraming nagbabayad. Sana mas mabilis!,Negative,2026-08-18
BSEMC,4,Payments,Mabagal ang processing kapag maraming nagbabayad. Sana mas mabilis! Please address this.,Negative,2026-08-18
BSIS,1,Staff,Sobrang helpful ng staff sa pag-process ng requests—thank you po!,Positive,2026-08-18
BSEMC,1,Payments,"Matagal bago makakuha ng receipt, which makes the process inconvenient.",Negative,2026-08-18
BSIT,1,Staff,"Minsan hindi clear ang instructions ng staff, kaya pabalik-balik kami.",Negative,2026-08-18
BSCS,1,Staff,"Walang major issue sa staff service, pero may room pa para mas mabilis ang assistance.",Neutral,2026-08-18
BSIS,4,Payments,"Minsan hindi clear kung magkano talaga ang kailangan bayaran, kaya nakakalito.",Negative,2026-08-18
BSIT,1,Staff,"Okay naman ang communication, although minsan kailangan kong ulitin yung concern.",Neutral,2026-08-18
BSCS,2,Facilities,Malinis at maayos ang classrooms! Comfortable gamitin kahit long class.,Positive,2026-08-18
BSIS,4,Facilities,"Masikip ang ilang rooms, especially kapag full capacity ang class.",Negative,2026-08-18
BSEMC,4,Facilities,Okay na okay ang computer laboratory; functional ang karamihan ng units.,Positive,2026-08-18
BSEMC,2,Staff,"Minsan hindi clear ang instructions ng staff, kaya pabalik-balik kami.",Negative,2026-08-18
BSCS,1,Staff,Very accommodating yung staff! Mabilis silang sumagot kapag may concern kami.,Positive,2026-08-18
BSCS,2,Payments,Clear ang payment instructions and madaling sundan yung steps.,Positive,2026-08-18
BSIS,4,Facilities,"Masikip ang ilang rooms, especially kapag full capacity ang class.",Negative,2026-08-18
BSIT,2,Faculty/Professors,"Hindi laging clear ang instructions ni Prof. Santos, kaya nakakalito kapag gumagawa na kami ng activity.",Negative,2026-08-18
BSCS,1,Payments,Limited ang payment options kaya medyo hassle para sa students.,Negative,2026-08-18
BSCS,3,Payments,Matagal ang payment verification at kailangan pang mag-follow up.,Negative,2026-08-18
BSIS,3,Staff,Maayos ang service nila and usually mabilis ang response sa inquiries.,Positive,2026-08-18
BSCS,4,Faculty/Professors,"Maayos naman magturo si Prof. Santos, although minsan mabilis ang pacing ng lesson.",Neutral,2026-08-18
BSIS,2,Facilities,Hindi consistent ang cleanliness ng restrooms; sana mas madalas ang maintenance.,Negative,2026-08-18
BSIS,4,Staff,Generally okay ang staff. May ilang requests lang na kailangan ng follow-up. Overall okay.,Neutral,2026-08-18
BSEMC,4,Facilities,"Good ang ventilation sa room, kaya hindi masyadong uncomfortable during class. Salamat po!",Positive,2026-08-18
BSIS,2,Facilities,Kulang ang chairs and tables kapag maraming students!,Negative,2026-08-18
BSEMC,3,Payments,Mabilis at smooth ang payment process! Hindi na kami natagalan sa cashier.,Positive,2026-08-18
BSIT,3,Staff,Nakakalito yung process kasi iba-iba ang instructions na naririnig namin.,Negative,2026-08-18
BSEMC,3,Payments,Walang major issue sa payment; may minor delay lang sa verification.,Neutral,2026-08-18
BSIS,4,Payments,Matagal ang payment verification at kailangan pang mag-follow up.,Negative,2026-08-18
BSEMC,2,Faculty/Professors,"Generally fine naman ang teaching style ni Prof. Cruz, pero depende sa topic kung gaano kadali sundan.",Neutral,2026-08-18
BSIT,2,Payments,Organized ang payment process kahit maraming students.,Positive,2026-08-18
BSCS,3,Facilities,Malinis at maayos ang classrooms! Comfortable gamitin kahit long class. Super helpful!,Positive,2026-08-18
BSEMC,3,Staff,"Nakuha ko naman yung kailangan kong assistance, pero hindi agad-agad. No major issue.",Neutral,2026-08-18
BSCS,4,Staff,Friendly and professional yung staff; hindi awkward magtanong kahit paulit-ulit.,Positive,2026-08-18
BSEMC,2,Facilities,"Okay naman ang classroom facilities, although may ilang chairs na need ng maintenance.",Neutral,2026-08-18
BSIS,3,Facilities,"Okay naman ang classroom facilities, although may ilang chairs na need ng maintenance.",Neutral,2026-08-18
BSIT,1,Facilities,Okay na okay ang computer laboratory; functional ang karamihan ng units.,Positive,2026-08-18
BSIS,3,Facilities,"Walang major problem sa room, pero may ilang small repairs na kailangan. That's all.",Neutral,2026-08-18
BSEMC,3,Faculty/Professors,"Minsan sobrang bilis ng discussion ni Sir Adrian, kaya nahihirapan kaming sumabay.",Negative,2026-08-18
BSIS,4,Faculty/Professors,"Naiintindihan ko naman ang lectures ni Prof. Cruz, pero may ilang topics na mas okay sana kung may examples.",Neutral,2026-08-18
BSIS,2,Faculty/Professors,"Maayos naman ang instructions ni Ma'am Reyes, although may pagkakataong kailangan pa naming magtanong for clarification.",Neutral,2026-08-18
BSIS,3,Payments,"Minsan hindi clear kung magkano talaga ang kailangan bayaran, kaya nakakalito. Sana maayos agad!",Negative,2026-08-18
BSEMC,3,Payments,Helpful yung cashier kapag may questions about fees and balances. :),Positive,2026-08-18
BSIT,1,Staff,Hindi consistent ang assistance; may staff na helpful pero may times na parang minamadali kami.,Negative,2026-08-18
BSIS,4,Staff,Maayos kausap ang staff and respectful sila kahit maraming students na nagtatanong.,Positive,2026-08-18
BSCS,3,Payments,"Generally okay ang cashier service, pero depende sa dami ng tao ang waiting time.",Neutral,2026-08-18
BSIS,4,Faculty/Professors,"Parang kulang sa examples ang discussion ni Ma'am Reyes, especially kapag complicated yung topic.",Negative,2026-08-18
BSIT,2,Staff,"Medyo matagal sumagot sa inquiries, especially kapag urgent yung concern. Sana maayos agad!",Negative,2026-08-18
BSEMC,3,Staff,Sana mas organized ang queue kasi ang tagal naming naghihintay!,Negative,2026-08-18
BSIT,2,Faculty/Professors,Okay naman ang discussion ni Sir Adrian; may parts lang na kailangan kong balikan pagkatapos ng class.,Neutral,2026-08-18
BSIT,2,Faculty/Professors,Ang engaging ng klase ni Sir Adrian—hindi boring kahit mahaba ang discussion.,Positive,2026-08-18
BSCS,3,Faculty/Professors,"Madalas late dumating ang feedback ni Sir Mark, kaya nahihirapan kaming malaman kung tama ang ginagawa namin.",Negative,2026-08-18
BSCS,2,Staff,"Clear magbigay ng instructions ang staff, kaya less hassle para sa students.",Positive,2026-08-18
BSCS,4,Faculty/Professors,"Minsan sobrang bilis ng discussion ni Prof. Cruz, kaya nahihirapan kaming sumabay. Please address this.",Negative,2026-08-18
BSCS,3,Faculty/Professors,"Ang galing ni Prof. Cruz mag-discuss; kahit mahirap yung topic, mas naiintindihan namin.",Positive,2026-08-18
BSIS,2,Facilities,Minsan sobrang init sa classroom dahil mahina ang aircon or ventilation.,Negative,2026-08-18
BSCS,4,Staff,Matagal bago kami ma-assist kahit hindi naman ganun karami ang tao.,Negative,2026-08-18
BSIT,3,Faculty/Professors,"Very approachable si Prof. Cruz, kaya comfortable kaming magtanong kahit basic yung question. Salamat po!",Positive,2026-08-18
BSCS,3,Faculty/Professors,"Hindi masyadong approachable si Ma'am Reyes kapag may questions, kaya minsan nagdadalawang-isip kaming magtanong.",Negative,2026-08-18
BSCS,4,Faculty/Professors,"Maayos naman ang instructions ni Sir Mark, although may pagkakataong kailangan pa naming magtanong for clarification. That's all.",Neutral,2026-08-18
BSEMC,2,Faculty/Professors,Okay lang naman ang discussion ni Sir Adrian; may parts lang na kailangan kong balikan pagkatapos ng class.,Neutral,2026-08-18
BSIS,1,Faculty/Professors,Medyo boring ang ilang classes ni Sir Adrian dahil puro lecture at kaunti ang interaction.,Negative,2026-08-18
BSEMC,2,Staff,Okay naman ang staff service; may times lang na kailangan maghintay bago ma-assist.,Neutral,2026-08-18
BSEMC,4,Staff,Mahaba ang waiting time and kulang minsan ang information na binibigay.,Negative,2026-08-18
BSIT,1,Facilities,Malinis at maayos ang classrooms! Comfortable gamitin kahit long class.,Positive,2026-08-18
BSIT,4,Facilities,Minsan sobrang init sa classroom dahil mahina ang aircon or ventilation.,Negative,2026-08-18
BSIT,1,Faculty/Professors,"Super approachable si Prof. Cruz, kaya comfortable kaming magtanong kahit basic yung question.",Positive,2026-08-18
BSEMC,3,Faculty/Professors,"Maayos naman ang instructions ni Ma'am Reyes, although may pagkakataong kailangan pa naming magtanong for clarification.",Neutral,2026-08-18
BSEMC,3,Facilities,"Walang major problem sa room, pero may ilang small repairs na kailangan.",Neutral,2026-08-18
BSEMC,3,Facilities,"Maraming computers sa lab ang mabagal or hindi gumagana, kaya nahihirapan kami.",Negative,2026-08-18
BSEMC,1,Staff,"Maayos naman kausap ang staff, although minsan busy sila kaya delayed ang response.",Neutral,2026-08-18
BSIS,2,Staff,Sobrang helpful ng staff sa pag-process ng requests—thank you po!,Positive,2026-08-18
BSIT,3,Payments,"Generally okay ang cashier service, pero depende sa dami ng tao ang waiting time.",Neutral,2026-08-18
BSIT,2,Facilities,"Okay naman ang ventilation, pero minsan medyo mainit kapag maraming students.",Neutral,2026-08-18
BSIS,4,Staff,Very accommodating yung staff! Mabilis silang sumagot kapag may concern kami.,Positive,2026-08-18
BSEMC,1,Facilities,"Good ang ventilation sa room, kaya hindi masyadong uncomfortable during class.",Positive,2026-08-18
BSEMC,3,Payments,Limited ang payment options kaya medyo hassle para sa students.,Negative,2026-08-18
BSIT,2,Facilities,"Kulang ang available study spaces, kaya mahirap humanap ng place to work.",Negative,2026-08-18
BSIS,2,Staff,Sobrang helpful ng staff sa pag-process ng requests—thank you po!,Positive,2026-08-18
BSEMC,2,Staff,Sobrang helpful ng staff sa pag-process ng requests—thank you po!,Positive,2026-08-18
BSIT,1,Facilities,"Good ang ventilation sa room, kaya hindi masyadong uncomfortable during class. Salamat po!",Positive,2026-08-18
BSIT,1,Staff,"Minsan hindi clear ang instructions ng staff, kaya pabalik-balik kami. Please address this.",Negative,2026-08-18
BSIT,2,Facilities,"Okay naman ang ventilation, pero minsan medyo mainit kapag maraming students.",Neutral,2026-08-18
BSIS,2,Payments,"Okay ang process, pero mas convenient sana kung mas maraming payment options.",Neutral,2026-08-18
