Course,Year Level,Category,Comment,Sentiment,Date
BEED,2,Payments,"Sa totoo lang, Napakadali ma-access ang payment history online, malinaw lahat ng transaction. Dagdag pa rito, Ang bilis ng confirmation pagkatapos magbayad, walang problema sa receipt. Sana po maayos pa.",Positive,2026-08-11
BSN,4,Faculty,"Honestly, Medyo puro lecture pero at least clear naman ang mga concepts. Sana po maayos pa.",Neutral,2026-08-06
BSCS,1,Facilities,"Honestly, Standard lang ang kondisyon ng canteen, walang masyadong reklamo. Also, Functional pa rin ang mga computer sa lab kahit mabagal konti.",Neutral,2026-08-03
BSIS,3,Staff,"Base sa experience ko, Nakakalungkot kasi kulang ang staff kaya matagal talaga ang serbisyo. Also, Sobrang bagal, parang walang urgency kahit alam nilang may deadline kami. Sana ma-continue.",Negative,2026-08-04
BSIS,4,Faculty,"Medyo puro lecture pero at least clear naman ang mga concepts. Kasabay nito, Fine naman siya bilang teacher, gets ko naman ang mga tinuturo. Sana mapansin ito.",Neutral,2026-08-01
BSBA,1,Facilities,Gumagana naman ang mga equipment kahit medyo luma na. Sana po maayos pa.,Neutral,2026-08-11
BSIT,3,Facilities,"For me, Salamat sa maayos na CRs, laging malinis kapag pumupunta ako. Plus, Ang ganda ng bagong study hub, sulit gamitin lalo na tuwing exam week. Sana po maayos pa.",Positive,2026-08-15
BSN,3,Faculty,"Grasya na lang ang klase kasi laging may recap bago pumunta sa bagong topic. Dagdag pa rito, Ang saya ng klase dahil interactive at hindi puro lecture lang, may activities talaga. Yun lang po.",Positive,2026-08-15
BSA,2,Staff,"Base sa experience ko, Sinagot naman lahat ng katanungan ko kahit hindi masyadong detalyado. Sapat naman ang tulong, though pwede pang paganahan ang follow-through. Sana po maayos pa.",Neutral,2026-08-19
BSN,3,Facilities,"Base sa experience ko, Maputik at madulas ang daanan tuwing umuulan, delikado talaga.",Negative,2026-08-14
BSBA,1,Faculty,"Base sa experience ko, Average lang, may improvement pero pwede pa i-improve ang engagement. Yun lang po.",Neutral,2026-08-02
BSCS,3,Facilities,"For me, Standard lang ang kondisyon ng canteen, walang masyadong reklamo. Dagdag pa rito, Manageable naman ang traffic sa hallway kahit peak hours. That's it naman.",Neutral,2026-08-09
BSBA,1,Staff,"Honestly, Ilang beses akong bumalik dahil hindi complete ang binigay nilang instructions. Dagdag pa rito, Ang tagal ng pila, mahigit isang oras ako naghintay para lang sa simpleng request. Sana po maayos pa.",Negative,2026-08-18
BSCS,3,Facilities,"Maputik at madulas ang daanan tuwing umuulan, delikado talaga. Kasabay nito, Sira ang projector kaya hirap kaming makita ang mga slides. Sana ma-continue.",Negative,2026-08-01
BSBA,4,Faculty,"Nakakatuwa kasi may humor pa sa gitna ng mahirap na lesson, hindi nakakaantok. That's it naman.",Positive,2026-08-09
BSIT,1,Faculty,"Overall, Late palagi mag-post ng grades kaya hindi namin alam kung saan kami kulang. At saka, Nakakalito ang instructions, iba-iba ang sinasabi kada session. Sana po maayos pa.",Negative,2026-08-19
BSBA,1,Faculty,"Okay lang naman ang klase, standard lang, walang masyadong kakaiba. Sana mapansin ito.",Neutral,2026-08-20
BSBA,1,Facilities,"Base sa experience ko, Sobrang comfortable ng bagong chairs sa classroom, hindi na masakit ang likod. Yun lang po.",Positive,2026-08-11
BSBA,2,Facilities,"Sapat naman ang espasyo sa classroom kahit medyo crowded minsan. Kasabay nito, Manageable naman ang traffic sa hallway kahit peak hours. Sana po maayos pa.",Neutral,2026-08-10
BSBA,3,Payments,"Overall, Ilang araw bago ma-reflect ang bayad ko sa system, nag-alala ako baka mabansag late. Sana po maayos pa.",Negative,2026-08-16
BSIS,1,Faculty,"Sa totoo lang, Feeling ko mas naintindihan ko ang subject dahil sa paraan ng pagtuturo niya kumpara sa ibang prof. At saka, Sobrang organized ng modules and lahat ng deadlines clear from day one.",Positive,2026-08-03
BEED,2,Payments,"Sa totoo lang, Hindi pantay ang na-post na balance ko sa totoong binayaran ko. Dagdag pa rito, Nag-crash ang portal habang nagbabayad ako, hindi ko alam kung na-charge na ako o hindi. Sana mapansin ito.",Negative,2026-08-20
BSIT,4,Facilities,"Sa totoo lang, Manageable naman ang traffic sa hallway kahit peak hours. Also, Okay lang naman ang mga pasilidad, wala namang malaking problema.",Neutral,2026-08-12
BSBA,3,Facilities,"Overall, Maayos na ang signage sa buong campus, hindi na ako nalilito saan pupunta. Also, Ang linis at ayos ng library ngayon, sobrang conducive mag-aral. Sana ma-continue.",Positive,2026-08-13
BSN,3,Facilities,"Sa totoo lang, Marumi ang mga CR, matagal nang hindi na-clean ayon sa nakikita ko. Kasabay nito, Sobrang init sa loob ng room kasi sira ang aircon for weeks na. Sana ma-continue.",Negative,2026-08-11
BSCS,4,Faculty,"Nasusundan ko naman ang lesson kahit medyo mabilis minsan. Kasabay nito, Manageable ang workload, though pwede pang dagdagan ng examples. That's it naman.",Neutral,2026-08-17
BSN,3,Payments,"Base sa experience ko, Salamat sa flexible payment terms, malaking tulong para sa amin na estudyante. Sana ma-continue.",Positive,2026-08-02
BSIT,2,Facilities,"Sa totoo lang, Maganda na ang wifi sa campus, hindi na nade-delay ang mga online activities namin. That's it naman.",Positive,2026-08-01
BSBA,2,Payments,"Base sa experience ko, Clear ang breakdown ng fees, walang hidden charges na nakakagulat. Plus, Salamat sa flexible payment terms, malaking tulong para sa amin na estudyante.",Positive,2026-08-02
BSIS,2,Faculty,"Honestly, Sobrang laganap ng typo sa slides, mukhang hindi pa na-proofread.",Negative,2026-08-14
BSA,1,Payments,"Sa totoo lang, Sapat naman ang info na nakalagay sa invoice, though pwede pa dagdagan ng detalye. That's it naman.",Neutral,2026-08-09
BSIS,4,Staff,"Overall, Sinagot naman lahat ng katanungan ko kahit hindi masyadong detalyado. Fine lang ang experience ko, wala akong major issue sa transaction. Yun lang po.",Neutral,2026-08-14
BSCS,2,Staff,"Base sa experience ko, Walang malinaw na proseso, iba-iba ang sinasabi ng bawat staff. Ilang beses akong bumalik dahil hindi complete ang binigay nilang instructions. Yun lang po.",Negative,2026-08-11
BSCS,1,Payments,"Overall, Salamat sa flexible payment terms, malaking tulong para sa amin na estudyante. That's it naman.",Positive,2026-08-08
BSBA,4,Faculty,"Patient siya sa mga tanong namin kahit paulit-ulit, sobrang bait niya explain ng explain. Nakakatuwa kasi may humor pa sa gitna ng mahirap na lesson, hindi nakakaantok. Sana ma-continue.",Positive,2026-08-04
BEED,1,Staff,"Honestly, Karaniwang klase ng service, hindi masama pero hindi rin sobrang astig. Kasabay nito, Sapat naman ang tulong, though pwede pang paganahan ang follow-through. Sana mapansin ito.",Neutral,2026-08-07
BSCS,4,Staff,"Base sa experience ko, Karaniwang klase ng service, hindi masama pero hindi rin sobrang astig. Also, Sapat naman ang tulong, though pwede pang paganahan ang follow-through. Yun lang po.",Neutral,2026-08-12
BSIS,3,Faculty,"Base sa experience ko, Straightforward ang lectures, wala namang major issue. Plus, Sakto lang ang pace, hindi mabilis pero hindi rin masyadong mabagal. That's it naman.",Neutral,2026-08-15
BSA,4,Facilities,"Sobrang comfortable ng bagong chairs sa classroom, hindi na masakit ang likod. Salamat sa maayos na CRs, laging malinis kapag pumupunta ako.",Positive,2026-08-07
BSA,2,Staff,"Overall, Standard lang ang service, walang masyadong extraordinary pero gumagana naman. At saka, Nagawa ang kailangan ko kahit medyo kailangan kong balikan ng ilang beses.",Neutral,2026-08-13
BSA,1,Facilities,"Sa totoo lang, Sobrang init sa loob ng room kasi sira ang aircon for weeks na. Dagdag pa rito, Palaging discconnect ang wifi, nakakaabala sa mga submission namin. Sana ma-continue.",Negative,2026-08-21
BEED,3,Faculty,"Ok lang ang setup, minsan mabilis mag-move sa next topic pero survivable. Plus, Gets ko naman kahit papaano, though mas gusto ko sana may mas maraming halimbawa. That's it naman.",Neutral,2026-08-12
BSA,3,Staff,"Honestly, Hindi ma-contact ang office, ilang beses akong tumawag walang sumasagot. Plus, Nawala yung documents ko, kailangan ko pang mag-resubmit ng lahat. Sana po maayos pa.",Negative,2026-08-11
BEED,3,Facilities,"Overall, Sobrang init sa loob ng room kasi sira ang aircon for weeks na. Kasabay nito, Palaging discconnect ang wifi, nakakaabala sa mga submission namin. That's it naman.",Negative,2026-08-05
BSN,2,Facilities,"Matagal nang sira ang aircon pero wala pa ring inaayos. Marumi ang mga CR, matagal nang hindi na-clean ayon sa nakikita ko. Yun lang po.",Negative,2026-08-04
BSIT,2,Faculty,"Overall, Feeling ko sobrang favoritism, iba yung treatment sa ibang section. Dagdag pa rito, Palaging cancelled ang klase pero hindi namin alam kung ano ang gagawin instead.",Negative,2026-08-21
BSIT,2,Faculty,"Palaging cancelled ang klase pero hindi namin alam kung ano ang gagawin instead. Dagdag pa rito, Parang galit palagi kapag nagtatanong kami, nakakatakot lumapit. Sana mapansin ito.",Negative,2026-08-15
BEED,3,Facilities,"Sa totoo lang, Manageable naman ang traffic sa hallway kahit peak hours. Sana ma-continue.",Neutral,2026-08-03
BSN,4,Staff,"Base sa experience ko, Nagpapasalamat ako sa tulong nila, naayos agad yung isyu ko sa records. Also, Ang galing ng customer service, sinagot lahat ng tanong ko nang maayos.",Positive,2026-08-10
BSIS,2,Staff,"For me, Friendly talaga sila kausap, hindi ka mararamdamang burden kahit maraming tanong. Dagdag pa rito, Naramdaman ko na sincere sila sa pagtulong, hindi lang basta trabaho lang para sa kanila. Sana ma-continue.",Positive,2026-08-03
BSA,3,Payments,"Sa totoo lang, Manageable ang installment plan, kahit papaano nakakaabot naman ako. Sana mapansin ito.",Neutral,2026-08-08
BSN,3,Facilities,"Honestly, Kulang ang ilaw sa hallway kaya madilim tuwing gabi may klase pa. That's it naman.",Negative,2026-08-12
BSA,2,Staff,"Overall, Sobrang unorganized ng linya, nagulo lahat kasi walang numbering system.",Negative,2026-08-19
BSBA,2,Payments,"Maayos ang tracking ng balance ko, laging updated ang statement of account. Sana ma-continue.",Positive,2026-08-13
BSIT,4,Payments,"Base sa experience ko, Ang bilis ng confirmation pagkatapos magbayad, walang problema sa receipt. Yun lang po.",Positive,2026-08-19
BSIS,2,Faculty,"Buong klase, sobrang engaged lahat kasi may mga case studies na kawili-wili. Plus, Feeling ko mas naintindihan ko ang subject dahil sa paraan ng pagtuturo niya kumpara sa ibang prof. Sana ma-continue.",Positive,2026-08-13
BSBA,3,Faculty,"Base sa experience ko, Nakaka-inspire yung dedication niya sa amin, sobrang malaking tulong sa pag-aaral ko. Yun lang po.",Positive,2026-08-02
BSN,4,Faculty,"Overall, Consistent naman sa schedule pero konti lang ang interaction sa class. Kasabay nito, Average lang, may improvement pero pwede pa i-improve ang engagement. Sana mapansin ito.",Neutral,2026-08-12
BSCS,1,Faculty,"For me, Patient siya sa mga tanong namin kahit paulit-ulit, sobrang bait niya explain ng explain. Effective yung teaching style, gusto ko pumasok kahit umaga pa.",Positive,2026-08-06
BSA,4,Payments,"Overall, Nahirapan akong makipag-ayos sa refund ko, sobrang tagal ng proseso. At saka, Sobrang taas ng miscellaneous fees na hindi naman malinaw kung para saan. Sana mapansin ito.",Negative,2026-08-03
BSBA,3,Staff,"Honestly, Medyo mabagal ang proseso pero natapos naman sa huli. Sana ma-continue.",Neutral,2026-08-04
BSA,1,Staff,"Overall, Walang malinaw na proseso, iba-iba ang sinasabi ng bawat staff. Sana ma-continue.",Negative,2026-08-15
BSN,4,Faculty,"Proud ako maging student niya, malaki ang natutunan ko this semester. Also, Kudos talaga, hindi boring ang lecture kahit tatlong oras. Sana mapansin ito.",Positive,2026-08-04
BSIT,2,Payments,"Sobrang convenient ng bagong payment portal, hindi na kailangan pumila. Kasabay nito, Napakabilis maprocess ang refund ko, hindi ko inaasahan na ganoon kabilis. Sana ma-continue.",Positive,2026-08-08
BSIS,4,Faculty,"Base sa experience ko, Karaniwan lang ang delivery, hindi masyadong exciting pero informative naman. Dagdag pa rito, Walang malaking reklamo, pero pwede pa ring paganahin nang konti ang klase.",Neutral,2026-08-18
BSCS,1,Payments,"Overall, Ang bilis ng confirmation pagkatapos magbayad, walang problema sa receipt. Plus, Salamat sa flexible payment terms, malaking tulong para sa amin na estudyante.",Positive,2026-08-05
BSIS,2,Facilities,"For me, Sira ang projector kaya hirap kaming makita ang mga slides. Sana po maayos pa.",Negative,2026-08-12
BSBA,2,Payments,"Overall, Sobrang taas ng miscellaneous fees na hindi naman malinaw kung para saan. Kasabay nito, Walang senyales o notification kapag may urgent na balance, nagulat na lang ako. Sana po maayos pa.",Negative,2026-08-16
BSIT,1,Faculty,"Average lang, may improvement pero pwede pa i-improve ang engagement. Walang malaking reklamo, pero pwede pa ring paganahin nang konti ang klase. Yun lang po.",Neutral,2026-08-05
BSIT,2,Payments,"For me, Gumagana naman ang portal kahit minsan medyo mabagal mag-load. Okay lang ang proseso, walang malaking hassle sa pagbabayad. Sana ma-continue.",Neutral,2026-08-02
BSN,1,Facilities,"Base sa experience ko, Gumagana naman ang mga equipment kahit medyo luma na. Kasabay nito, Manageable naman ang traffic sa hallway kahit peak hours. That's it naman.",Neutral,2026-08-18
BSA,3,Faculty,"Parang galit palagi kapag nagtatanong kami, nakakatakot lumapit. Grading criteria hindi malinaw, iba-iba ang score kahit parehas lang ang sagot. That's it naman.",Negative,2026-08-17
BSIT,2,Facilities,"Base sa experience ko, Manageable naman ang traffic sa hallway kahit peak hours. Plus, Gumagana naman ang mga equipment kahit medyo luma na.",Neutral,2026-08-01
BSIS,3,Staff,"Honestly, Solved agad nila yung concern ko kahit medyo complicated pa yun. Sana ma-continue.",Positive,2026-08-06
BSIT,3,Faculty,"Base sa experience ko, Nakaka-frustrate kasi hindi na-explain ng maayos bago pa kami binigyan ng exam. At saka, Grading criteria hindi malinaw, iba-iba ang score kahit parehas lang ang sagot. That's it naman.",Negative,2026-08-20
BEED,4,Payments,"For me, Clear ang breakdown ng fees, walang hidden charges na nakakagulat. That's it naman.",Positive,2026-08-17
BSIS,3,Staff,"Honestly, Ilang beses akong bumalik dahil hindi complete ang binigay nilang instructions. Kasabay nito, Nawala yung documents ko, kailangan ko pang mag-resubmit ng lahat.",Negative,2026-08-06
BSIS,2,Faculty,"Sufficient ang materials na ibinigay, though di gaanong interactive. At saka, Karaniwan lang ang delivery, hindi masyadong exciting pero informative naman. Sana mapansin ito.",Neutral,2026-08-21
BSBA,4,Payments,"Sa totoo lang, Maayos ang tracking ng balance ko, laging updated ang statement of account. Sana po maayos pa.",Positive,2026-08-03
